task,image_id,attribute,image_path,mask_path,image_width,image_height,mask_width,mask_height,size_match,image_error,mask_error,status
task1,000153,,D:\Biology-AI\data\Task1_Segmentation\images\000153.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000153_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000154,,D:\Biology-AI\data\Task1_Segmentation\images\000154.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000154_segmentation.png,1024,768,1024,768,True,,,OK
task1,000155,,D:\Biology-AI\data\Task1_Segmentation\images\000155.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000155_segmentation.png,1022,767,1022,767,True,,,OK
task1,000156,,D:\Biology-AI\data\Task1_Segmentation\images\000156.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000156_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000157,,D:\Biology-AI\data\Task1_Segmentation\images\000157.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000157_segmentation.png,6668,4439,6668,4439,True,,,OK
task1,000158,,D:\Biology-AI\data\Task1_Segmentation\images\000158.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000158_segmentation.png,4256,2848,4256,2848,True,,,OK
task1,000159,,D:\Biology-AI\data\Task1_Segmentation\images\000159.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000159_segmentation.png,1024,768,1024,768,True,,,OK
task1,000160,,D:\Biology-AI\data\Task1_Segmentation\images\000160.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000160_segmentation.png,2173,1863,2173,1863,True,,,OK
task1,000161,,D:\Biology-AI\data\Task1_Segmentation\images\000161.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000161_segmentation.png,1024,768,1024,768,True,,,OK
task1,000162,,D:\Biology-AI\data\Task1_Segmentation\images\000162.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000162_segmentation.png,640,480,640,480,True,,,OK
task1,000163,,D:\Biology-AI\data\Task1_Segmentation\images\000163.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000163_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000164,,D:\Biology-AI\data\Task1_Segmentation\images\000164.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000164_segmentation.png,6668,4439,6668,4439,True,,,OK
task1,000165,,D:\Biology-AI\data\Task1_Segmentation\images\000165.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000165_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,000166,,D:\Biology-AI\data\Task1_Segmentation\images\000166.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000166_segmentation.png,1024,768,1024,768,True,,,OK
task1,000167,,D:\Biology-AI\data\Task1_Segmentation\images\000167.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000167_segmentation.png,640,480,640,480,True,,,OK
task1,000168,,D:\Biology-AI\data\Task1_Segmentation\images\000168.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000168_segmentation.png,640,480,640,480,True,,,OK
task1,000169,,D:\Biology-AI\data\Task1_Segmentation\images\000169.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000169_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000170,,D:\Biology-AI\data\Task1_Segmentation\images\000170.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000170_segmentation.png,6688,4479,6688,4479,True,,,OK
task1,000171,,D:\Biology-AI\data\Task1_Segmentation\images\000171.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000171_segmentation.png,6661,4422,6661,4422,True,,,OK
task1,000172,,D:\Biology-AI\data\Task1_Segmentation\images\000172.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000172_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000173,,D:\Biology-AI\data\Task1_Segmentation\images\000173.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000173_segmentation.png,1024,768,1024,768,True,,,OK
task1,000174,,D:\Biology-AI\data\Task1_Segmentation\images\000174.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000174_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000175,,D:\Biology-AI\data\Task1_Segmentation\images\000175.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000175_segmentation.png,1024,768,1024,768,True,,,OK
task1,000176,,D:\Biology-AI\data\Task1_Segmentation\images\000176.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000176_segmentation.png,1024,768,1024,768,True,,,OK
task1,000177,,D:\Biology-AI\data\Task1_Segmentation\images\000177.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000177_segmentation.png,640,480,640,480,True,,,OK
task1,000178,,D:\Biology-AI\data\Task1_Segmentation\images\000178.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000178_segmentation.png,6648,4419,6648,4419,True,,,OK
task1,000179,,D:\Biology-AI\data\Task1_Segmentation\images\000179.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000179_segmentation.png,767,576,767,576,True,,,OK
task1,000180,,D:\Biology-AI\data\Task1_Segmentation\images\000180.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000180_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000181,,D:\Biology-AI\data\Task1_Segmentation\images\000181.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000181_segmentation.png,6688,4439,6688,4439,True,,,OK
task1,000182,,D:\Biology-AI\data\Task1_Segmentation\images\000182.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000182_segmentation.png,6688,4439,6688,4439,True,,,OK
task1,000183,,D:\Biology-AI\data\Task1_Segmentation\images\000183.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000183_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000184,,D:\Biology-AI\data\Task1_Segmentation\images\000184.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000184_segmentation.png,1024,768,1024,768,True,,,OK
task1,000185,,D:\Biology-AI\data\Task1_Segmentation\images\000185.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000185_segmentation.png,1024,768,1024,768,True,,,OK
task1,000186,,D:\Biology-AI\data\Task1_Segmentation\images\000186.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000186_segmentation.png,1022,767,1022,767,True,,,OK
task1,000187,,D:\Biology-AI\data\Task1_Segmentation\images\000187.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000187_segmentation.png,965,724,965,724,True,,,OK
task1,000188,,D:\Biology-AI\data\Task1_Segmentation\images\000188.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000188_segmentation.png,1024,768,1024,768,True,,,OK
task1,000189,,D:\Biology-AI\data\Task1_Segmentation\images\000189.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000189_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000190,,D:\Biology-AI\data\Task1_Segmentation\images\000190.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000190_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000191,,D:\Biology-AI\data\Task1_Segmentation\images\000191.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000191_segmentation.png,1024,768,1024,768,True,,,OK
task1,000192,,D:\Biology-AI\data\Task1_Segmentation\images\000192.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000192_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000193,,D:\Biology-AI\data\Task1_Segmentation\images\000193.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000193_segmentation.png,6648,4459,6648,4459,True,,,OK
task1,000194,,D:\Biology-AI\data\Task1_Segmentation\images\000194.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000194_segmentation.png,1024,768,1024,768,True,,,OK
task1,000195,,D:\Biology-AI\data\Task1_Segmentation\images\000195.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000195_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000196,,D:\Biology-AI\data\Task1_Segmentation\images\000196.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000196_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000197,,D:\Biology-AI\data\Task1_Segmentation\images\000197.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000197_segmentation.png,6620,4420,6620,4420,True,,,OK
task1,000198,,D:\Biology-AI\data\Task1_Segmentation\images\000198.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000198_segmentation.png,640,480,640,480,True,,,OK
task1,000199,,D:\Biology-AI\data\Task1_Segmentation\images\000199.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000199_segmentation.png,640,480,640,480,True,,,OK
task1,000200,,D:\Biology-AI\data\Task1_Segmentation\images\000200.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000200_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000201,,D:\Biology-AI\data\Task1_Segmentation\images\000201.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000201_segmentation.png,1300,1212,1300,1212,True,,,OK
task1,000202,,D:\Biology-AI\data\Task1_Segmentation\images\000202.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000202_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000203,,D:\Biology-AI\data\Task1_Segmentation\images\000203.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000203_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,000204,,D:\Biology-AI\data\Task1_Segmentation\images\000204.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000204_segmentation.png,919,802,919,802,True,,,OK
task1,000205,,D:\Biology-AI\data\Task1_Segmentation\images\000205.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000205_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,000206,,D:\Biology-AI\data\Task1_Segmentation\images\000206.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000206_segmentation.png,2272,1704,2272,1704,True,,,OK
task1,000207,,D:\Biology-AI\data\Task1_Segmentation\images\000207.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000207_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000208,,D:\Biology-AI\data\Task1_Segmentation\images\000208.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000208_segmentation.png,2048,1536,2048,1536,True,,,OK
task1,000209,,D:\Biology-AI\data\Task1_Segmentation\images\000209.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000209_segmentation.png,1024,768,1024,768,True,,,OK
task1,000210,,D:\Biology-AI\data\Task1_Segmentation\images\000210.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000210_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000211,,D:\Biology-AI\data\Task1_Segmentation\images\000211.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000211_segmentation.png,2592,1936,2592,1936,True,,,OK
task1,000212,,D:\Biology-AI\data\Task1_Segmentation\images\000212.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000212_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000213,,D:\Biology-AI\data\Task1_Segmentation\images\000213.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000213_segmentation.png,1504,1129,1504,1129,True,,,OK
task1,000214,,D:\Biology-AI\data\Task1_Segmentation\images\000214.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000214_segmentation.png,6648,4419,6648,4419,True,,,OK
task1,000215,,D:\Biology-AI\data\Task1_Segmentation\images\000215.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000215_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000216,,D:\Biology-AI\data\Task1_Segmentation\images\000216.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000216_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000217,,D:\Biology-AI\data\Task1_Segmentation\images\000217.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000217_segmentation.png,6622,4441,6622,4441,True,,,OK
task1,000218,,D:\Biology-AI\data\Task1_Segmentation\images\000218.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000218_segmentation.png,1057,707,1057,707,True,,,OK
task1,000219,,D:\Biology-AI\data\Task1_Segmentation\images\000219.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000219_segmentation.png,5184,3456,5184,3456,True,,,OK
task1,000220,,D:\Biology-AI\data\Task1_Segmentation\images\000220.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000220_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,000221,,D:\Biology-AI\data\Task1_Segmentation\images\000221.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000221_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000222,,D:\Biology-AI\data\Task1_Segmentation\images\000222.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000222_segmentation.png,1024,768,1024,768,True,,,OK
task1,000223,,D:\Biology-AI\data\Task1_Segmentation\images\000223.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000223_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000224,,D:\Biology-AI\data\Task1_Segmentation\images\000224.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000224_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000225,,D:\Biology-AI\data\Task1_Segmentation\images\000225.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000225_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000226,,D:\Biology-AI\data\Task1_Segmentation\images\000226.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000226_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000227,,D:\Biology-AI\data\Task1_Segmentation\images\000227.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000227_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000228,,D:\Biology-AI\data\Task1_Segmentation\images\000228.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000228_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000229,,D:\Biology-AI\data\Task1_Segmentation\images\000229.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000229_segmentation.png,6661,4420,6661,4420,True,,,OK
task1,000230,,D:\Biology-AI\data\Task1_Segmentation\images\000230.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000230_segmentation.png,6688,4439,6688,4439,True,,,OK
task1,000231,,D:\Biology-AI\data\Task1_Segmentation\images\000231.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000231_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000232,,D:\Biology-AI\data\Task1_Segmentation\images\000232.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000232_segmentation.png,1504,1129,1504,1129,True,,,OK
task1,000233,,D:\Biology-AI\data\Task1_Segmentation\images\000233.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000233_segmentation.png,1024,768,1024,768,True,,,OK
task1,000234,,D:\Biology-AI\data\Task1_Segmentation\images\000234.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000234_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000235,,D:\Biology-AI\data\Task1_Segmentation\images\000235.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000235_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000236,,D:\Biology-AI\data\Task1_Segmentation\images\000236.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000236_segmentation.png,2048,1536,2048,1536,True,,,OK
task1,000237,,D:\Biology-AI\data\Task1_Segmentation\images\000237.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000237_segmentation.png,919,802,919,802,True,,,OK
task1,000238,,D:\Biology-AI\data\Task1_Segmentation\images\000238.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000238_segmentation.png,2592,1936,2592,1936,True,,,OK
task1,000239,,D:\Biology-AI\data\Task1_Segmentation\images\000239.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000239_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000240,,D:\Biology-AI\data\Task1_Segmentation\images\000240.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000240_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,000241,,D:\Biology-AI\data\Task1_Segmentation\images\000241.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000241_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,000242,,D:\Biology-AI\data\Task1_Segmentation\images\000242.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000242_segmentation.png,1024,768,1024,768,True,,,OK
task1,000243,,D:\Biology-AI\data\Task1_Segmentation\images\000243.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000243_segmentation.png,1504,1129,1504,1129,True,,,OK
task1,000244,,D:\Biology-AI\data\Task1_Segmentation\images\000244.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000244_segmentation.png,640,480,640,480,True,,,OK
task1,000245,,D:\Biology-AI\data\Task1_Segmentation\images\000245.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000245_segmentation.png,1024,768,1024,768,True,,,OK
task1,000246,,D:\Biology-AI\data\Task1_Segmentation\images\000246.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000246_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000247,,D:\Biology-AI\data\Task1_Segmentation\images\000247.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000247_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,000248,,D:\Biology-AI\data\Task1_Segmentation\images\000248.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000248_segmentation.png,1024,768,1024,768,True,,,OK
task1,000249,,D:\Biology-AI\data\Task1_Segmentation\images\000249.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000249_segmentation.png,919,802,919,802,True,,,OK
task1,000250,,D:\Biology-AI\data\Task1_Segmentation\images\000250.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000250_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000251,,D:\Biology-AI\data\Task1_Segmentation\images\000251.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000251_segmentation.png,6688,4459,6688,4459,True,,,OK
task1,000252,,D:\Biology-AI\data\Task1_Segmentation\images\000252.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000252_segmentation.png,1504,1129,1504,1129,True,,,OK
task1,000253,,D:\Biology-AI\data\Task1_Segmentation\images\000253.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000253_segmentation.png,1024,768,1024,768,True,,,OK
task1,000254,,D:\Biology-AI\data\Task1_Segmentation\images\000254.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000254_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000255,,D:\Biology-AI\data\Task1_Segmentation\images\000255.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000255_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000256,,D:\Biology-AI\data\Task1_Segmentation\images\000256.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000256_segmentation.png,2592,1936,2592,1936,True,,,OK
task1,000257,,D:\Biology-AI\data\Task1_Segmentation\images\000257.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000257_segmentation.png,1024,768,1024,768,True,,,OK
task1,000258,,D:\Biology-AI\data\Task1_Segmentation\images\000258.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000258_segmentation.png,1024,768,1024,768,True,,,OK
task1,000259,,D:\Biology-AI\data\Task1_Segmentation\images\000259.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000259_segmentation.png,2304,1536,2304,1536,True,,,OK
task1,000260,,D:\Biology-AI\data\Task1_Segmentation\images\000260.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000260_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000261,,D:\Biology-AI\data\Task1_Segmentation\images\000261.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000261_segmentation.png,6688,4439,6688,4439,True,,,OK
task1,000262,,D:\Biology-AI\data\Task1_Segmentation\images\000262.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000262_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,000263,,D:\Biology-AI\data\Task1_Segmentation\images\000263.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000263_segmentation.png,6641,4400,6641,4400,True,,,OK
task1,000264,,D:\Biology-AI\data\Task1_Segmentation\images\000264.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000264_segmentation.png,640,480,640,480,True,,,OK
task1,000265,,D:\Biology-AI\data\Task1_Segmentation\images\000265.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000265_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000266,,D:\Biology-AI\data\Task1_Segmentation\images\000266.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000266_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,000267,,D:\Biology-AI\data\Task1_Segmentation\images\000267.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\000267_segmentation.png,1024,768,1024,768,True,,,OK
